"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000768","BP","GO:0000768","syncytium formation by plasma membrane fusion","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"SH3PXD2A",1
"GO:0010676","BP","GO:0010676","positive regulation of cellular carbohydrate metabolic process","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"AKT2",1
"GO:0034724","BP","GO:0034724","DNA replication-independent nucleosome organization","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"ATRX",1
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"SRPK2",1
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"ATM",1
"GO:0061756","BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"ROCK1",1
"GO:0072698","BP","GO:0072698","protein localization to microtubule cytoskeleton","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"CEP83",1
"GO:0140253","BP","GO:0140253","cell-cell fusion","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"SH3PXD2A",1
"GO:1905515","BP","GO:1905515","non-motile cilium assembly","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"INTU",1
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","1/127","54/18862",0.306034471086608,0.514311475595926,0.477973156633225,"UTRN",1
"GO:0072001","BP","GO:0072001","renal system development","3/127","288/18862",0.306651064519195,0.514918245838481,0.478537055947059,"ASXL1/FAT4/CEP290",3
"GO:0007405","BP","GO:0007405","neuroblast proliferation","1/127","55/18862",0.310720435685289,0.520018004905198,0.483276495090164,"WNT3A",1
"GO:0016233","BP","GO:0016233","telomere capping","1/127","55/18862",0.310720435685289,0.520018004905198,0.483276495090164,"ATM",1
"GO:0031529","BP","GO:0031529","ruffle organization","1/127","55/18862",0.310720435685289,0.520018004905198,0.483276495090164,"PLEKHA1",1
"GO:2000300","BP","GO:2000300","regulation of synaptic vesicle exocytosis","1/127","55/18862",0.310720435685289,0.520018004905198,0.483276495090164,"PRKCB",1
"GO:0009451","BP","GO:0009451","RNA modification","2/127","169/18862",0.315203499278355,0.524323958062163,0.487278214126989,"RPUSD2/TRMT13",2
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","2/127","169/18862",0.315203499278355,0.524323958062163,0.487278214126989,"SPIRE2/ARPC2",2
"GO:0006949","BP","GO:0006949","syncytium formation","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"SH3PXD2A",1
"GO:0010883","BP","GO:0010883","regulation of lipid storage","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"ASXL1",1
"GO:0019748","BP","GO:0019748","secondary metabolic process","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"MFSD12",1
"GO:0021872","BP","GO:0021872","forebrain generation of neurons","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"WNT3A",1
"GO:0034508","BP","GO:0034508","centromere complex assembly","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"TRAPPC12",1
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","1/127","56/18862",0.315375006040368,0.524323958062163,0.487278214126989,"AGPAT1",1
"GO:0048511","BP","GO:0048511","rhythmic process","3/127","294/18862",0.317701073711807,0.527755699529506,0.490467488292016,"PLEKHA1/USP9X/CDK1",3
"GO:0036297","BP","GO:0036297","interstrand cross-link repair","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"FANCI",1
"GO:0045747","BP","GO:0045747","positive regulation of Notch signaling pathway","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"TM2D3",1
"GO:0046148","BP","GO:0046148","pigment biosynthetic process","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"MFSD12",1
"GO:0060113","BP","GO:0060113","inner ear receptor cell differentiation","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"FAT4",1
"GO:0070534","BP","GO:0070534","protein K63-linked ubiquitination","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"TRIP12",1
"GO:1900024","BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","1/127","57/18862",0.319998390823569,0.52895550246882,0.491582519990613,"ARPC2",1
"GO:0006417","BP","GO:0006417","regulation of translation","4/127","425/18862",0.321300368186198,0.530672329422286,0.493178045731878,"CIRBP/AKT2/ROCK1/TIA1",4
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"ATM",1
"GO:0035306","BP","GO:0035306","positive regulation of dephosphorylation","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"ANKLE2",1
"GO:0044380","BP","GO:0044380","protein localization to cytoskeleton","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"CEP83",1
"GO:0045815","BP","GO:0045815","positive regulation of gene expression, epigenetic","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"ARID1B",1
"GO:0050732","BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"SUZ12",1
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"FAT4",1
"GO:0140527","BP","GO:0140527","reciprocal homologous recombination","1/127","58/18862",0.324590797330637,0.53304845690402,0.495386289581952,"ATM",1
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","4/127","428/18862",0.325877428753218,0.534011392474259,0.496281189610399,"WNT3A/DEAF1/SUZ12/INTU",4
"GO:0010721","BP","GO:0010721","negative regulation of cell development","2/127","174/18862",0.327557124002994,0.534011392474259,0.496281189610399,"WNT3A/PAX6",2
"GO:0140013","BP","GO:0140013","meiotic nuclear division","2/127","174/18862",0.327557124002994,0.534011392474259,0.496281189610399,"SPIRE2/ATM",2
"GO:2000045","BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","2/127","174/18862",0.327557124002994,0.534011392474259,0.496281189610399,"ATM/CDK1",2
"GO:0018208","BP","GO:0018208","peptidyl-proline modification","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"NKTR",1
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"ATM",1
"GO:0030239","BP","GO:0030239","myofibril assembly","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"NEBL",1
"GO:0033260","BP","GO:0033260","nuclear DNA replication","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"ATRX",1
"GO:0043030","BP","GO:0043030","regulation of macrophage activation","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"ATM",1
"GO:0048488","BP","GO:0048488","synaptic vesicle endocytosis","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"ROCK1",1
"GO:0048663","BP","GO:0048663","neuron fate commitment","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"PAX6",1
"GO:0061951","BP","GO:0061951","establishment of protein localization to plasma membrane","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"AFDN",1
"GO:0072171","BP","GO:0072171","mesonephric tubule morphogenesis","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"FAT4",1
"GO:0098930","BP","GO:0098930","axonal transport","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"DST",1
"GO:0140238","BP","GO:0140238","presynaptic endocytosis","1/127","59/18862",0.329152431490337,0.534011392474259,0.496281189610399,"ROCK1",1
"GO:0010518","BP","GO:0010518","positive regulation of phospholipase activity","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"LPAR1",1
"GO:0016239","BP","GO:0016239","positive regulation of macroautophagy","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"WAC",1
"GO:0032515","BP","GO:0032515","negative regulation of phosphoprotein phosphatase activity","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"ROCK1",1
"GO:0035825","BP","GO:0035825","homologous recombination","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"ATM",1
"GO:0045143","BP","GO:0045143","homologous chromosome segregation","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"ATM",1
"GO:0046530","BP","GO:0046530","photoreceptor cell differentiation","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"CEP290",1
"GO:0048857","BP","GO:0048857","neural nucleus development","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"CKB",1
"GO:0050994","BP","GO:0050994","regulation of lipid catabolic process","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"AKT2",1
"GO:0061098","BP","GO:0061098","positive regulation of protein tyrosine kinase activity","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"WNT3A",1
"GO:0071806","BP","GO:0071806","protein transmembrane transport","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"AKT2",1
"GO:1903078","BP","GO:1903078","positive regulation of protein localization to plasma membrane","1/127","60/18862",0.3336834978734,0.536609934728572,0.498696133672263,"WNT3A",1
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","2/127","177/18862",0.334941933801485,0.538204144027107,0.500177705223573,"ATM/TAF15",2
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","3/127","304/18862",0.33613173378647,0.539685612414134,0.501554501493924,"TRPM7/WNT3A/CACHD1",3
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","3/127","305/18862",0.337974435379494,0.539969225355248,0.50181807596029,"LPAR1/ARPC2/PRPF40A",3
"GO:0003170","BP","GO:0003170","heart valve development","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"ROCK1",1
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"ATM",1
"GO:0033619","BP","GO:0033619","membrane protein proteolysis","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"ROCK1",1
"GO:0046824","BP","GO:0046824","positive regulation of nucleocytoplasmic transport","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"EMD",1
"GO:0048645","BP","GO:0048645","animal organ formation","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"WNT3A",1
"GO:0070936","BP","GO:0070936","protein K48-linked ubiquitination","1/127","61/18862",0.338184199701401,0.539969225355248,0.50181807596029,"MARCHF6",1
"GO:0006399","BP","GO:0006399","tRNA metabolic process","2/127","179/18862",0.339852409789519,0.540680735155846,0.50247931453167,"GARS1/TRMT13",2
"GO:0042254","BP","GO:0042254","ribosome biogenesis","3/127","307/18862",0.341659104075436,0.540680735155846,0.50247931453167,"RPUSD2/XPO1/WDR75",3
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","3/127","307/18862",0.341659104075436,0.540680735155846,0.50247931453167,"LPAR1/TPD52L1/CDK1",3
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","2/127","180/18862",0.34230359903588,0.540680735155846,0.50247931453167,"LPAR1/WNT3A",2
"GO:0008344","BP","GO:0008344","adult locomotory behavior","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"EN1",1
"GO:0019933","BP","GO:0019933","cAMP-mediated signaling","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"LPAR1",1
"GO:0031122","BP","GO:0031122","cytoplasmic microtubule organization","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"DST",1
"GO:0032233","BP","GO:0032233","positive regulation of actin filament bundle assembly","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"LPAR1",1
"GO:0032835","BP","GO:0032835","glomerulus development","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"ASXL1",1
"GO:0042490","BP","GO:0042490","mechanoreceptor differentiation","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"FAT4",1
"GO:0042698","BP","GO:0042698","ovulation cycle","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"PLEKHA1",1
"GO:0045604","BP","GO:0045604","regulation of epidermal cell differentiation","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"ROCK1",1
"GO:0051898","BP","GO:0051898","negative regulation of protein kinase B signaling","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"PLEKHA1",1
"GO:0070527","BP","GO:0070527","platelet aggregation","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"WNT3A",1
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","1/127","62/18862",0.342654738855591,0.540680735155846,0.50247931453167,"ATM",1
"GO:0001947","BP","GO:0001947","heart looping","1/127","63/18862",0.347095315885662,0.545712152826442,0.507155240892381,"WNT3A",1
"GO:0045665","BP","GO:0045665","negative regulation of neuron differentiation","1/127","63/18862",0.347095315885662,0.545712152826442,0.507155240892381,"WNT3A",1
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","1/127","63/18862",0.347095315885662,0.545712152826442,0.507155240892381,"DNAJB14",1
"GO:1902475","BP","GO:1902475","L-alpha-amino acid transmembrane transport","1/127","63/18862",0.347095315885662,0.545712152826442,0.507155240892381,"SLC38A3",1
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","2/127","182/18862",0.347197508646898,0.545712152826442,0.507155240892381,"WAC/XPO1",2
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","3/127","312/18862",0.350864626472469,0.547360782061207,0.508687387377243,"EMD/AKT2/CEP290",3
"GO:0002562","BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ATM",1
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ATM",1
"GO:0016444","BP","GO:0016444","somatic cell DNA recombination","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ATM",1
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ATM",1
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ATRX",1
"GO:0050922","BP","GO:0050922","negative regulation of chemotaxis","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"WNT3A",1
"GO:0051310","BP","GO:0051310","metaphase plate congression","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"TRAPPC12",1
"GO:0051893","BP","GO:0051893","regulation of focal adhesion assembly","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ROCK1",1
"GO:0090109","BP","GO:0090109","regulation of cell-substrate junction assembly","1/127","64/18862",0.351506130018463,0.547360782061207,0.508687387377243,"ROCK1",1
